conference,year_target,year_dblp,title,venue,authors,doi,ee_url,dblp_key,categories,is_pretrain,is_self_supervised,is_segmentation,is_detection,is_classification,is_generation,is_reconstruction,is_registration,is_tracking,is_pose,is_video,is_three_d,is_multimodal,is_fewshot,is_semi_supervised,is_domain_adaptation,is_robustness,is_graph,is_rl,is_transformer,is_medical,is_autonomous_driving,is_nlp,is_other
ICLR,2021,2021,Representation Balancing Offline Model-based Reinforcement Learning.,ICLR,Byung-Jun Lee 0001; Jongmin Lee 0004; Kee-Eung Kim,,https://openreview.net/forum?id=QpNz8r_Ri2Y,conf/iclr/00010K21,rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,RODE: Learning Roles to Decompose Multi-Agent Tasks.,ICLR,Tonghan Wang 0001; Tarun Gupta 0002; Anuj Mahajan; Bei Peng 0001; Shimon Whiteson; Chongjie Zhang,,https://openreview.net/forum?id=TTUVg6vkNjK,conf/iclr/00010MPWZ21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Learning Manifold Patch-Based Representations of Man-Made Shapes.,ICLR,Dmitriy Smirnov 0001; Mikhail Bessmeltsev; Justin Solomon 0001,,https://openreview.net/forum?id=Gu5WqN9J3Fn,conf/iclr/0001B021,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,CopulaGNN: Towards Integrating Representational and Correlational Roles of Graphs in Graph Neural Networks.,ICLR,Jiaqi Ma 0001; Bo Chang 0002; Xuefei Zhang; Qiaozhu Mei,,https://openreview.net/forum?id=XI-OJ5yyse,conf/iclr/0001CZM21,graph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ICLR,2021,2021,Simple Augmentation Goes a Long Way: ADRL for DNN Quantization.,ICLR,Lin Ning 0001; Guoyang Chen; Weifeng Zhang 0003; Xipeng Shen,,https://openreview.net/forum?id=Qr0aRliE_Hb,conf/iclr/0001CZS21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Net-DNF: Effective Deep Modeling of Tabular Data.,ICLR,Liran Katzir 0001; Gal Elidan; Ran El-Yaniv,,https://openreview.net/forum?id=73WTGs96kho,conf/iclr/0001EE21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Deep Partition Aggregation: Provable Defenses against General Poisoning Attacks.,ICLR,Alexander Levine 0001; Soheil Feizi,,https://openreview.net/forum?id=YUGG2tFuPM,conf/iclr/0001F21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Generalization bounds via distillation.,ICLR,Daniel Hsu 0001; Ziwei Ji; Matus Telgarsky; Lan Wang,,https://openreview.net/forum?id=EGdFhBzmAwB,conf/iclr/0001JTW21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Learning perturbation sets for robust machine learning.,ICLR,Eric Wong 0001; J. Zico Kolter,,https://openreview.net/forum?id=MIDckA56aD,conf/iclr/0001K21,robustness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ICLR,2021,2021,Disambiguating Symbolic Expressions in Informal Documents.,ICLR,Dennis Müller 0001; Cezary Kaliszyk,,https://openreview.net/forum?id=K5j7D81ABvt,conf/iclr/0001K21a,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Efficient Empowerment Estimation for Unsupervised Stabilization.,ICLR,Ruihan Zhao 0001; Kevin Lu; Pieter Abbeel; Stas Tiomkin,,https://openreview.net/forum?id=u2YNJPcQlwq,conf/iclr/0001LAT21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Sliced Kernelized Stein Discrepancy.,ICLR,Wenbo Gong 0001; Yingzhen Li; José Miguel Hernández-Lobato,,https://openreview.net/forum?id=t0TaKv0Gx6Z,conf/iclr/0001LH21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Learning Invariant Representations for Reinforcement Learning without Reconstruction.,ICLR,Amy Zhang 0001; Rowan Thomas McAllister; Roberto Calandra; Yarin Gal; Sergey Levine,,https://openreview.net/forum?id=-2FCwDKRREu,conf/iclr/0001MCGL21,reconstruction;rl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,Learning Robust State Abstractions for Hidden-Parameter Block MDPs.,ICLR,Amy Zhang 0001; Shagun Sodhani; Khimya Khetarpal; Joelle Pineau,,https://openreview.net/forum?id=fmOOI2a3tQP,conf/iclr/0001SKP21,robustness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ICLR,2021,2021,Optimism in Reinforcement Learning with Generalized Linear Function Approximation.,ICLR,Yining Wang 0001; Ruosong Wang; Simon Shaolei Du; Akshay Krishnamurthy,,https://openreview.net/forum?id=CBmJwzneppz,conf/iclr/0001WDK21,rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,Economic Hyperparameter Optimization with Blended Search Strategy.,ICLR,Chi Wang 0001; Qingyun Wu; Silu Huang; Amin Saied,,https://openreview.net/forum?id=VbLH04pRA3,conf/iclr/0001WHS21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,MoPro: Webly Supervised Learning with Momentum Prototypes.,ICLR,Junnan Li 0001; Caiming Xiong; Steven C. H. Hoi,,https://openreview.net/forum?id=0-EYBhgw80y,conf/iclr/0001XH21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Taking Notes on the Fly Helps Language Pre-Training.,ICLR,Qiyu Wu 0001; Chen Xing; Yatao Li; Guolin Ke; Di He 0001; Tie-Yan Liu,,https://openreview.net/forum?id=lU5Rs_wCweN,conf/iclr/0001XLKHL21,pretrain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,Prototypical Contrastive Learning of Unsupervised Representations.,ICLR,Junnan Li 0001; Pan Zhou 0002; Caiming Xiong; Steven C. H. Hoi,,https://openreview.net/forum?id=KmykpuSrjcq,conf/iclr/0001ZXH21,self_supervised,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,Fantastic Four: Differentiable and Efficient Bounds on Singular Values of Convolution Layers.,ICLR,Sahil Singla 0002; Soheil Feizi,,https://openreview.net/forum?id=JCRblSgs34Z,conf/iclr/0002F21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Accelerating Convergence of Replica Exchange Stochastic Gradient MCMC via Variance Reduction.,ICLR,Wei Deng 0002; Qi Feng 0005; Georgios Karagiannis; Guang Lin 0001; Faming Liang,,https://openreview.net/forum?id=iOnhIy-a-0n,conf/iclr/0002FKLL21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Understanding and Improving Encoder Layer Fusion in Sequence-to-Sequence Learning.,ICLR,Xuebo Liu 0002; Longyue Wang; Derek F. Wong; Liang Ding 0006; Lidia S. Chao; Zhaopeng Tu,,https://openreview.net/forum?id=n1HD8M6WGn,conf/iclr/0002WWDCT21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,On the Bottleneck of Graph Neural Networks and its Practical Implications.,ICLR,Uri Alon 0002; Eran Yahav,,https://openreview.net/forum?id=i80OPhOCVH2,conf/iclr/0002Y21,graph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ICLR,2021,2021,Are Neural Rankers still Outperformed by Gradient Boosted Decision Trees?,ICLR,Zhen Qin 0001; Le Yan; Honglei Zhuang; Yi Tay; Rama Kumar Pasumarthi; Xuanhui Wang; Michael Bendersky; Marc Najork,,https://openreview.net/forum?id=Ut1vF_q_vC,conf/iclr/0002YZTPWBN21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Proximal Gradient Descent-Ascent: Variable Convergence under KŁ Geometry.,ICLR,Ziyi Chen 0002; Yi Zhou 0017; Tengyu Xu; Yingbin Liang,,https://openreview.net/forum?id=LVotkZmYyDi,conf/iclr/0002ZXL21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Regularization Matters in Policy Optimization - An Empirical Study on Continuous Control.,ICLR,Zhuang Liu 0003; Xuanlin Li; Bingyi Kang; Trevor Darrell,,https://openreview.net/forum?id=yr1mzrH3IC,conf/iclr/0003LKD21,rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,Boost then Convolve: Gradient Boosting Meets Graph Neural Networks.,ICLR,Sergei Ivanov 0004; Liudmila Prokhorenkova,,https://openreview.net/forum?id=ebS5NUfoMKL,conf/iclr/0004P21,graph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ICLR,2021,2021,Tilted Empirical Risk Minimization.,ICLR,Tian Li 0005; Ahmad Beirami; Maziar Sanjabi; Virginia Smith,,https://openreview.net/forum?id=K5YasWXZT3O,conf/iclr/0005BSS21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,CO2: Consistent Contrast for Unsupervised Visual Representation Learning.,ICLR,Chen Wei 0005; Huiyu Wang; Wei Shen 0002; Alan L. Yuille,,https://openreview.net/forum?id=U4XLJhqwNF1,conf/iclr/0005W0u21,self_supervised,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,Why Are Convolutional Nets More Sample-Efficient than Fully-Connected Nets?,ICLR,Zhiyuan Li 0005; Yi Zhang 0074; Sanjeev Arora,,https://openreview.net/forum?id=uCY5MuAxcxU,conf/iclr/0005ZA21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,FastSpeech 2: Fast and High-Quality End-to-End Text to Speech.,ICLR,Yi Ren 0006; Chenxu Hu; Xu Tan 0003; Tao Qin 0001; Sheng Zhao 0002; Zhou Zhao 0001; Tie-Yan Liu,,https://openreview.net/forum?id=piLPYqxtWuA,conf/iclr/0006H0QZZL21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Revisiting Few-sample BERT Fine-tuning.,ICLR,Tianyi Zhang 0007; Felix Wu; Arzoo Katiyar; Kilian Q. Weinberger; Yoav Artzi,,https://openreview.net/forum?id=cO1IH43yUF,conf/iclr/0007WKWA21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,On Fast Adversarial Robustness Adaptation in Model-Agnostic Meta-Learning.,ICLR,Ren Wang 0008; Kaidi Xu; Sijia Liu 0001; Pin-Yu Chen; Tsui-Wei Weng; Chuang Gan 0001; Meng Wang 0003,,https://openreview.net/forum?id=o81ZyBCojoA,conf/iclr/0008X0CWGW21,fewshot;robustness,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ICLR,2021,2021,GraPPa: Grammar-Augmented Pre-Training for Table Semantic Parsing.,ICLR,Tao Yu 0009; Chien-Sheng Wu; Xi Victoria Lin; Bailin Wang; Yi Chern Tan; Xinyi Yang 0002; Dragomir R. Radev; Richard Socher; Caiming Xiong,,https://openreview.net/forum?id=kyaIeYj4zZ,conf/iclr/0009WLWTYRSX21,pretrain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,SCoRe: Pre-Training for Context Representation in Conversational Semantic Parsing.,ICLR,Tao Yu 0009; Rui Zhang 0037; Alex Polozov; Christopher Meek; Ahmed Hassan Awadallah,,https://openreview.net/forum?id=oyZxhRI2RiE,conf/iclr/0009ZPMA21,pretrain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,Score-Based Generative Modeling through Stochastic Differential Equations.,ICLR,Yang Song 0011; Jascha Sohl-Dickstein; Diederik P. Kingma; Abhishek Kumar; Stefano Ermon; Ben Poole,,https://openreview.net/forum?id=PxTIG12RRHS,conf/iclr/0011SKKEP21,generation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,Async-RED: A Provably Convergent Asynchronous Block Parallel Stochastic Method using Deep Denoising Priors.,ICLR,Yu Sun 0022; Jiaming Liu 0001; Yiran Sun; Brendt Wohlberg; Ulugbek Kamilov,,https://openreview.net/forum?id=9EsrXMzlFQY,conf/iclr/0022LSWK21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Knowledge distillation via softmax regression representation learning.,ICLR,Jing Yang 0038; Brais Martínez; Adrian Bulat; Georgios Tzimiropoulos,,https://openreview.net/forum?id=ZzwDy_wiWv,conf/iclr/0038MBT21,self_supervised,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,On Graph Neural Networks versus Graph-Augmented MLPs.,ICLR,Lei Chen 0062; Zhengdao Chen; Joan Bruna,,https://openreview.net/forum?id=tiqI7w64JG2,conf/iclr/0062CB21,graph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ICLR,2021,2021,Zero-Cost Proxies for Lightweight NAS.,ICLR,Mohamed S. Abdelfattah; Abhinav Mehrotra; Lukasz Dudziak; Nicholas Donald Lane,,https://openreview.net/forum?id=0cmMMy8J5q,conf/iclr/AbdelfattahMDL21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Federated Learning Based on Dynamic Regularization.,ICLR,Durmus Alp Emre Acar; Yue Zhao 0041; Ramon Matas Navarro; Matthew Mattina; Paul N. Whatmough; Venkatesh Saligrama,,https://openreview.net/forum?id=B7v4QMR6Z9w,conf/iclr/AcarZNMWS21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Exploring the Uncertainty Properties of Neural Networks&apos; Implicit Priors in the Infinite-Width Limit.,ICLR,Ben Adlam; Jaehoon Lee 0001; Lechao Xiao; Jeffrey Pennington; Jasper Snoek,,https://openreview.net/forum?id=MjvduJCsE4,conf/iclr/AdlamLXPS21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Contrastive Behavioral Similarity Embeddings for Generalization in Reinforcement Learning.,ICLR,Rishabh Agarwal; Marlos C. Machado; Pablo Samuel Castro; Marc G. Bellemare,,https://openreview.net/forum?id=qda7-sVg84,conf/iclr/AgarwalMCB21,rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,One Network Fits All? Modular versus Monolithic Task Formulations in Neural Networks.,ICLR,Atish Agarwala; Abhimanyu Das; Brendan Juba; Rina Panigrahy; Vatsal Sharan; Xin Wang 0116; Qiuyi Zhang 0001,,https://openreview.net/forum?id=uz5uw6gM0m,conf/iclr/AgarwalaDJPSWZ21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Global optimality of softmax policy gradient with single hidden layer neural networks in the mean-field regime.,ICLR,Andrea Agazzi; Jianfeng Lu,,https://openreview.net/forum?id=bB2drc7DPuB,conf/iclr/AgazziL21,rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,Better Fine-Tuning by Reducing Representational Collapse.,ICLR,Armen Aghajanyan; Akshat Shrivastava; Anchit Gupta; Naman Goyal 0001; Luke Zettlemoyer; Sonal Gupta,,https://openreview.net/forum?id=OQ08SN70M1V,conf/iclr/AghajanyanSGGZG21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Correcting experience replay for multi-agent communication.,ICLR,Sanjeevan Ahilan; Peter Dayan,,https://openreview.net/forum?id=xvxPuCkCNPO,conf/iclr/AhilanD21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Systematic generalisation with group invariant predictions.,ICLR,Faruk Ahmed; Yoshua Bengio; Harm van Seijen; Aaron C. Courville,,https://openreview.net/forum?id=b9PoimzZFJ,conf/iclr/AhmedBSC21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,CausalWorld: A Robotic Manipulation Benchmark for Causal Structure and Transfer Learning.,ICLR,Ossama Ahmed; Frederik Träuble; Anirudh Goyal; Alexander Neitz; Manuel Wuthrich; Yoshua Bengio; Bernhard Schölkopf; Stefan Bauer,,https://openreview.net/forum?id=SK7A5pdrgov,conf/iclr/AhmedTGNWBSB21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Empirical or Invariant Risk Minimization? A Sample Complexity Perspective.,ICLR,Kartik Ahuja; Jun Wang 0006; Amit Dhurandhar; Karthikeyan Shanmugam 0001; Kush R. Varshney,,https://openreview.net/forum?id=jrA5GAccy_,conf/iclr/AhujaWDSV21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,A statistical theory of cold posteriors in deep neural networks.,ICLR,Laurence Aitchison,,https://openreview.net/forum?id=Rd138pWXMvG,conf/iclr/Aitchison21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,The geometry of integration in text classification RNNs.,ICLR,Kyle Aitken; Vinay Venkatesh Ramasesh; Ankush Garg; Yuan Cao; David Sussillo; Niru Maheswaranathan,,https://openreview.net/forum?id=42kiJ7n_8xO,conf/iclr/AitkenRGCSM21,classification;nlp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ICLR,2021,2021,OPAL: Offline Primitive Discovery for Accelerating Offline Reinforcement Learning.,ICLR,Anurag Ajay; Aviral Kumar; Pulkit Agrawal 0001; Sergey Levine; Ofir Nachum,,https://openreview.net/forum?id=V69LGwJ0lIN,conf/iclr/AjayKALN21,rl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ICLR,2021,2021,Grounding Language to Autonomously-Acquired Skills via Goal Generation.,ICLR,Ahmed Akakzia; Cédric Colas; Pierre-Yves Oudeyer; Mohamed Chetouani; Olivier Sigaud,,https://openreview.net/forum?id=chPj_I5KMHG,conf/iclr/AkakziaCOCS21,generation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICLR,2021,2021,Learning to Recombine and Resample Data For Compositional Generalization.,ICLR,Ekin Akyürek; Afra Feyza Akyürek; Jacob Andreas,,https://openreview.net/forum?id=PS3IMnScugk,conf/iclr/AkyurekAA21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Federated Learning via Posterior Averaging: A New Perspective and Practical Algorithms.,ICLR,Maruan Al-Shedivat; Jennifer Gillenwater; Eric P. Xing; Afshin Rostamizadeh,,https://openreview.net/forum?id=GFsU8a0sGB,conf/iclr/Al-ShedivatGXR21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLR,2021,2021,Generative Time-series Modeling with Fourier Flows.,ICLR,Ahmed M. Alaa; Alex James Chan; Mihaela van der Schaar,,https://openreview.net/forum?id=PpshD0AXfA,conf/iclr/AlaaCS21,generation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
